emp_number,satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_at_company,work_accident,left,promotion_last_5years,department,salary
PC_Analytics_1624,0.39,0.53,2,153,3,0,1,0,sales,medium
PC_Analytics_1625,0.89,1,4,217,5,0,1,0,sales,medium
PC_Analytics_1626,0.11,0.86,6,254,4,0,1,0,sales,medium
PC_Analytics_1627,0.1,0.87,6,265,5,0,1,0,sales,medium
PC_Analytics_1628,0.38,0.57,2,146,3,0,1,0,sales,medium
PC_Analytics_1629,0.4,0.54,2,156,3,0,1,0,sales,medium
PC_Analytics_1630,0.86,0.97,5,269,5,0,1,0,sales,medium
PC_Analytics_1631,0.1,0.86,6,288,4,0,1,0,sales,medium
PC_Analytics_1632,0.1,0.85,6,283,4,0,1,0,sales,medium
PC_Analytics_1633,0.42,0.5,2,128,3,0,1,0,accounting,high
PC_Analytics_1634,0.36,0.46,2,130,3,0,1,0,accounting,low
PC_Analytics_1635,0.39,0.48,2,127,3,0,1,0,accounting,medium
PC_Analytics_1636,0.43,0.47,2,137,3,0,1,0,hr,medium
PC_Analytics_1637,0.36,0.49,2,133,3,0,1,0,hr,medium
PC_Analytics_1638,0.09,0.91,6,275,4,0,1,0,hr,medium
PC_Analytics_1639,0.42,0.55,2,146,3,0,1,0,hr,low
PC_Analytics_1640,0.42,0.46,2,135,3,0,1,0,technical,low
PC_Analytics_1641,0.91,0.89,5,217,5,0,1,0,technical,low
PC_Analytics_1642,0.41,0.56,2,154,3,0,1,0,technical,low
PC_Analytics_1643,0.11,0.78,6,247,4,0,1,0,technical,low
PC_Analytics_1644,0.09,0.83,6,295,5,0,1,0,technical,low
PC_Analytics_1645,0.83,1,5,224,5,0,1,0,technical,low
PC_Analytics_1646,0.11,0.78,6,281,4,0,1,0,technical,low
PC_Analytics_1647,0.1,0.93,7,258,4,0,1,0,technical,low
PC_Analytics_1648,0.42,0.55,2,150,3,0,1,0,technical,low
PC_Analytics_1649,0.1,0.97,7,282,4,0,1,0,technical,low
PC_Analytics_1650,0.38,0.51,2,138,3,0,1,0,technical,low
PC_Analytics_1651,0.77,0.98,4,238,6,0,1,0,support,low
PC_Analytics_1652,0.11,0.85,7,244,4,0,1,0,support,low
PC_Analytics_1653,0.87,0.97,5,250,6,0,1,0,support,low
PC_Analytics_1654,0.1,0.88,7,282,4,0,1,0,support,low
PC_Analytics_1655,0.1,0.89,7,253,4,0,1,0,support,low
PC_Analytics_1656,0.09,0.9,6,256,4,0,1,0,support,low
PC_Analytics_1657,0.84,0.85,5,260,5,0,1,0,support,low
PC_Analytics_1658,0.11,0.86,6,245,4,0,1,0,support,low
PC_Analytics_1659,0.81,0.97,5,230,5,0,1,0,support,low
PC_Analytics_1660,0.77,0.85,5,276,5,0,1,0,support,medium
PC_Analytics_1661,0.42,0.47,2,137,3,0,1,0,support,medium
PC_Analytics_1662,0.36,0.56,2,140,3,0,1,0,technical,medium
PC_Analytics_1663,0.81,0.83,5,269,6,0,1,0,technical,medium
PC_Analytics_1664,0.37,0.46,2,130,3,1,1,0,technical,medium
PC_Analytics_1665,0.1,0.96,6,264,4,0,1,0,management,medium
PC_Analytics_1666,0.14,0.55,6,175,5,0,1,0,IT,medium
PC_Analytics_1667,0.41,0.51,2,159,3,0,1,0,IT,medium
PC_Analytics_1668,0.44,0.55,2,128,3,0,1,1,IT,medium
PC_Analytics_1669,0.82,0.94,5,232,5,1,1,0,IT,medium
PC_Analytics_1670,0.67,0.54,3,166,5,0,1,0,IT,medium
PC_Analytics_1671,0.44,0.57,2,141,3,0,1,0,product_mng,medium
PC_Analytics_1672,0.42,0.54,2,143,3,0,1,0,product_mng,high
PC_Analytics_1673,0.84,0.83,4,239,5,0,1,0,product_mng,low
PC_Analytics_1674,0.86,1,4,232,5,0,1,0,product_mng,medium
PC_Analytics_1675,0.56,0.86,5,252,2,0,1,0,IT,medium
PC_Analytics_1676,0.09,0.93,6,255,4,0,1,0,RandD,medium
PC_Analytics_1677,0.1,0.81,7,270,4,0,1,0,RandD,medium
PC_Analytics_1678,0.39,0.54,2,149,3,0,1,0,RandD,low
PC_Analytics_1679,0.75,0.89,5,276,5,0,1,0,RandD,low
PC_Analytics_1680,0.43,0.55,2,159,3,0,1,0,RandD,low
PC_Analytics_1681,0.09,0.96,7,274,5,0,1,0,marketing,low
PC_Analytics_1682,0.83,0.94,4,264,5,0,1,0,sales,low
PC_Analytics_1683,0.59,1,3,156,4,0,1,0,accounting,low
PC_Analytics_1684,0.44,0.54,2,135,3,0,1,0,support,low
PC_Analytics_1685,0.38,0.49,2,128,3,0,1,0,technical,low
PC_Analytics_1686,0.76,0.98,5,242,5,0,1,0,management,low
PC_Analytics_1687,0.22,0.86,4,293,3,0,1,0,marketing,low
PC_Analytics_1688,0.4,0.46,2,141,3,0,1,0,marketing,low
PC_Analytics_1689,0.41,0.48,2,155,3,0,1,0,marketing,low
PC_Analytics_1690,0.38,0.51,2,141,3,0,1,0,sales,low
PC_Analytics_1691,0.45,0.68,4,212,4,1,1,0,sales,low
PC_Analytics_1692,0.39,0.56,2,160,3,0,1,0,sales,low
PC_Analytics_1693,0.45,0.47,2,150,3,0,1,0,sales,low
PC_Analytics_1694,0.42,0.53,2,132,3,1,1,0,sales,low
PC_Analytics_1695,0.1,0.87,6,248,4,0,1,0,sales,low
PC_Analytics_1696,0.78,0.96,5,272,5,0,1,0,sales,low
PC_Analytics_1697,0.39,0.56,2,160,3,0,1,0,sales,low
PC_Analytics_1698,0.1,0.87,7,299,4,0,1,0,sales,low
PC_Analytics_1699,0.1,0.8,6,292,4,0,1,0,sales,medium
PC_Analytics_1700,0.43,0.46,2,126,3,0,1,0,sales,medium
PC_Analytics_1701,0.38,0.45,2,132,3,0,1,0,sales,medium
PC_Analytics_1702,0.09,0.77,6,282,5,0,1,0,sales,medium
PC_Analytics_1703,0.39,0.53,2,141,3,0,1,0,sales,medium
PC_Analytics_1704,0.73,0.99,6,206,5,0,1,0,sales,medium
PC_Analytics_1705,0.38,0.49,2,140,3,0,1,0,sales,medium
PC_Analytics_1706,0.1,0.91,6,255,4,0,1,0,sales,medium
PC_Analytics_1707,0.41,0.54,2,133,3,0,1,0,sales,medium
PC_Analytics_1708,0.43,0.51,2,131,3,0,1,0,sales,medium
PC_Analytics_1709,0.79,0.96,4,257,5,0,1,0,accounting,medium
PC_Analytics_1710,0.1,0.81,6,269,4,0,1,0,accounting,medium
PC_Analytics_1711,0.11,0.97,6,254,4,0,1,0,accounting,high
PC_Analytics_1712,0.42,0.5,2,143,3,0,1,0,hr,low
PC_Analytics_1713,0.36,0.51,2,157,3,0,1,0,hr,medium
PC_Analytics_1714,0.63,0.93,5,163,3,0,1,0,hr,medium
PC_Analytics_1715,0.41,0.56,2,133,3,0,1,0,hr,medium
PC_Analytics_1716,0.36,0.46,2,157,3,0,1,0,technical,medium
PC_Analytics_1717,0.1,0.9,6,301,5,0,1,0,technical,low
PC_Analytics_1718,0.11,0.96,6,310,4,0,1,0,technical,low
PC_Analytics_1719,0.44,0.54,2,133,3,0,1,0,technical,low
PC_Analytics_1720,0.77,0.96,5,249,6,0,1,0,technical,low
PC_Analytics_1721,0.91,1,4,251,6,0,1,0,technical,low
PC_Analytics_1722,0.26,0.46,2,242,3,0,1,0,technical,low
PC_Analytics_1723,0.81,0.93,5,265,6,0,1,0,technical,low
PC_Analytics_1724,0.11,0.87,6,280,4,0,1,0,technical,low
PC_Analytics_1725,0.92,0.89,4,241,5,0,1,0,technical,low
PC_Analytics_1726,0.1,0.86,5,253,4,0,1,0,technical,low
PC_Analytics_1727,0.45,0.51,2,137,3,0,1,0,support,low
PC_Analytics_1728,0.11,0.94,6,266,4,0,1,0,support,low
PC_Analytics_1729,0.23,0.7,5,168,4,0,1,0,support,low
PC_Analytics_1730,0.86,0.95,4,270,5,0,1,0,support,low
PC_Analytics_1731,0.44,0.55,2,141,3,0,1,0,support,low
PC_Analytics_1732,0.41,0.56,2,133,3,0,1,0,support,low
PC_Analytics_1733,0.84,0.97,5,256,5,0,1,0,support,low
PC_Analytics_1734,0.42,0.52,2,160,3,0,1,0,support,low
PC_Analytics_1735,0.11,0.88,7,275,4,0,1,0,support,low
PC_Analytics_1736,0.38,0.46,2,160,3,0,1,0,support,low
PC_Analytics_1737,0.11,0.96,7,244,4,0,1,0,support,low
PC_Analytics_1738,0.1,0.83,6,271,4,0,1,0,technical,medium
PC_Analytics_1739,0.86,0.88,5,268,5,0,1,0,technical,medium
PC_Analytics_1740,0.91,1,4,253,5,1,1,0,technical,medium
PC_Analytics_1741,0.37,0.53,2,140,3,0,1,0,management,medium
PC_Analytics_1742,0.46,0.5,2,146,3,0,1,0,IT,medium
PC_Analytics_1743,0.1,0.89,6,259,5,0,1,0,IT,medium
PC_Analytics_1744,0.37,0.46,2,127,3,0,1,0,IT,medium
PC_Analytics_1745,0.4,0.48,2,161,3,0,1,0,IT,medium
PC_Analytics_1746,0.09,0.78,6,260,4,0,1,0,IT,medium
PC_Analytics_1747,0.11,0.89,6,272,4,0,1,0,product_mng,medium
PC_Analytics_1748,0.39,0.48,2,159,3,0,1,0,product_mng,medium
PC_Analytics_1749,0.89,0.96,4,219,6,0,1,0,product_mng,medium
PC_Analytics_1750,0.09,0.91,6,243,4,0,1,0,product_mng,high
PC_Analytics_1751,0.88,0.97,4,255,5,1,1,0,IT,low
PC_Analytics_1752,0.11,0.9,7,245,4,0,1,0,RandD,medium
PC_Analytics_1753,0.1,0.95,6,264,5,0,1,0,RandD,medium
PC_Analytics_1754,0.91,1,4,245,6,0,1,0,RandD,medium
PC_Analytics_1755,0.44,0.52,2,137,3,0,1,0,RandD,medium
PC_Analytics_1756,0.63,0.76,2,157,4,0,1,0,RandD,low
PC_Analytics_1757,0.1,0.87,7,247,4,0,1,0,marketing,low
PC_Analytics_1758,0.36,0.51,2,144,3,0,1,0,sales,low
PC_Analytics_1759,0.45,0.51,2,149,3,0,1,0,accounting,low
PC_Analytics_1760,0.73,1,5,253,6,0,1,0,support,low
PC_Analytics_1761,0.37,0.55,2,140,3,0,1,0,technical,low
PC_Analytics_1762,0.09,0.85,7,307,4,0,1,0,management,low
PC_Analytics_1763,0.41,0.71,3,205,4,0,1,0,marketing,low
PC_Analytics_1764,0.72,1,5,234,5,0,1,0,marketing,low
PC_Analytics_1765,0.36,0.54,2,127,3,0,1,0,marketing,low
PC_Analytics_1766,0.9,1,4,229,5,0,1,0,sales,low
PC_Analytics_1767,0.44,0.56,2,141,3,0,1,0,sales,low
PC_Analytics_1768,0.78,0.95,4,260,5,0,1,0,sales,low
PC_Analytics_1769,0.37,0.52,2,141,3,0,1,0,sales,low
PC_Analytics_1770,0.4,0.47,2,144,3,1,1,0,sales,low
PC_Analytics_1771,0.84,1,5,250,5,0,1,0,sales,low
PC_Analytics_1772,0.09,0.86,6,245,4,0,1,0,sales,low
PC_Analytics_1773,0.83,0.93,4,269,5,0,1,0,sales,low
PC_Analytics_1774,0.11,0.87,6,273,4,0,1,0,sales,low
PC_Analytics_1775,0.37,0.5,2,142,3,0,1,0,sales,low
PC_Analytics_1776,0.09,0.93,6,273,5,0,1,0,sales,low
PC_Analytics_1777,0.43,0.47,2,248,2,0,1,0,sales,medium
PC_Analytics_1778,0.39,0.56,2,147,3,0,1,0,sales,medium
PC_Analytics_1779,0.85,0.9,2,168,2,0,1,0,sales,medium
PC_Analytics_1780,0.38,0.52,2,128,3,0,1,0,sales,medium
PC_Analytics_1781,0.76,0.84,5,227,5,1,1,0,sales,medium
PC_Analytics_1782,0.44,0.51,2,135,3,0,1,0,sales,medium
PC_Analytics_1783,0.73,1,4,268,5,0,1,0,sales,medium
PC_Analytics_1784,0.43,0.53,2,136,3,0,1,0,sales,medium
PC_Analytics_1785,0.43,0.51,2,149,3,1,1,0,accounting,medium
PC_Analytics_1786,0.09,0.96,7,264,4,0,1,0,accounting,medium
PC_Analytics_1787,0.43,0.53,2,143,3,0,1,0,accounting,medium
PC_Analytics_1788,0.45,0.57,2,138,3,0,1,0,hr,medium
PC_Analytics_1789,0.42,0.48,2,146,3,0,1,0,hr,high
PC_Analytics_1790,0.41,0.46,2,150,3,1,1,0,hr,low
PC_Analytics_1791,0.44,0.55,2,156,3,0,1,0,hr,medium
PC_Analytics_1792,0.09,0.92,7,245,4,0,1,0,technical,medium
PC_Analytics_1793,0.41,0.51,2,156,3,0,1,0,technical,medium
PC_Analytics_1794,0.43,0.51,2,143,3,0,1,0,technical,medium
PC_Analytics_1795,0.38,0.51,2,159,3,0,1,0,technical,low
PC_Analytics_1796,0.85,0.96,4,217,5,0,1,0,technical,low
PC_Analytics_1797,0.88,0.91,4,234,6,0,1,0,technical,low
PC_Analytics_1798,0.44,0.46,2,138,3,0,1,0,technical,low
PC_Analytics_1799,0.11,0.92,7,265,4,0,1,0,technical,low
PC_Analytics_1800,0.38,0.5,2,145,3,0,1,0,technical,low
PC_Analytics_1801,0.09,0.78,6,263,4,0,1,0,technical,low
PC_Analytics_1802,0.11,0.79,6,264,4,0,1,0,technical,low
PC_Analytics_1803,0.11,0.88,6,253,4,0,1,0,support,low
PC_Analytics_1804,0.44,0.48,2,155,3,0,1,0,support,low
PC_Analytics_1805,0.38,0.51,2,137,3,0,1,0,support,low
PC_Analytics_1806,0.1,0.87,6,254,5,0,1,0,support,low
PC_Analytics_1807,0.45,0.57,2,143,3,0,1,0,support,low
PC_Analytics_1808,0.11,0.94,7,280,5,0,1,0,support,low
PC_Analytics_1809,0.36,0.48,2,136,3,0,1,0,support,low
PC_Analytics_1810,0.72,0.95,5,271,5,0,1,0,support,low
PC_Analytics_1811,0.43,0.48,2,157,3,0,1,0,support,low
PC_Analytics_1812,0.45,0.5,2,150,3,0,1,0,support,low
PC_Analytics_1813,0.4,0.53,2,127,3,0,1,0,support,low
PC_Analytics_1814,0.1,0.81,6,271,4,0,1,0,technical,low
PC_Analytics_1815,0.83,0.93,5,257,5,0,1,0,technical,low
PC_Analytics_1816,0.11,0.8,7,305,4,0,1,0,technical,medium
PC_Analytics_1817,0.43,0.5,2,152,3,0,1,0,management,medium
PC_Analytics_1818,0.38,0.5,2,144,3,0,1,0,IT,medium
PC_Analytics_1819,0.83,1,5,269,5,0,1,0,IT,medium
PC_Analytics_1820,0.11,0.82,7,285,4,0,1,0,IT,medium
PC_Analytics_1821,0.43,0.52,2,136,3,0,1,0,IT,medium
PC_Analytics_1822,0.11,0.88,6,294,4,0,1,0,IT,medium
PC_Analytics_1823,0.43,0.46,2,157,3,0,1,0,product_mng,medium
PC_Analytics_1824,0.1,0.89,6,280,4,0,1,0,product_mng,medium
PC_Analytics_1825,0.44,0.51,2,152,3,0,1,0,product_mng,medium
PC_Analytics_1826,0.82,0.91,5,276,6,0,1,0,product_mng,medium
PC_Analytics_1827,0.1,0.86,6,247,4,0,1,0,IT,medium
PC_Analytics_1828,0.1,0.95,5,286,4,0,1,0,RandD,high
PC_Analytics_1829,0.3,0.89,5,257,5,0,1,0,RandD,low
PC_Analytics_1830,0.1,0.93,6,258,4,0,1,0,RandD,medium
PC_Analytics_1831,0.39,0.5,2,151,3,0,1,0,RandD,medium
PC_Analytics_1832,0.14,0.47,4,175,2,0,1,0,RandD,medium
PC_Analytics_1833,0.82,0.92,4,252,5,0,1,0,marketing,medium
PC_Analytics_1834,0.1,0.85,6,266,4,0,1,0,sales,low
PC_Analytics_1835,0.09,0.9,6,295,4,0,1,0,accounting,low
PC_Analytics_1836,0.54,0.83,6,165,6,0,1,0,support,low
PC_Analytics_1837,0.61,0.58,2,264,4,0,1,0,technical,low
PC_Analytics_1838,0.1,0.79,6,275,4,0,1,0,management,low
PC_Analytics_1839,0.1,0.9,6,299,4,0,1,0,marketing,low
PC_Analytics_1840,0.36,0.49,2,147,3,0,1,0,marketing,low
PC_Analytics_1841,0.1,0.97,7,306,4,0,1,0,marketing,low
PC_Analytics_1842,0.84,1,5,242,5,0,1,0,sales,low
PC_Analytics_1843,0.38,0.51,2,159,3,0,1,0,sales,low
PC_Analytics_1844,0.41,0.49,2,147,3,0,1,0,sales,low
PC_Analytics_1845,0.37,0.51,2,154,3,1,1,0,sales,low
PC_Analytics_1846,0.43,0.56,2,129,3,0,1,0,sales,low
PC_Analytics_1847,0.46,0.53,2,161,3,0,1,0,sales,low
PC_Analytics_1848,0.09,0.84,6,269,4,0,1,0,sales,low
PC_Analytics_1849,0.78,0.86,5,274,5,0,1,0,sales,low
PC_Analytics_1850,0.45,0.53,2,159,3,0,1,0,sales,low
PC_Analytics_1851,0.42,0.47,2,135,3,0,1,0,sales,low
PC_Analytics_1852,0.46,0.53,2,147,3,0,1,0,sales,low
PC_Analytics_1853,0.39,0.49,2,142,3,0,1,0,sales,low
PC_Analytics_1854,0.36,0.51,2,130,3,0,1,0,sales,low
PC_Analytics_1855,0.43,0.53,2,147,3,0,1,0,sales,medium
PC_Analytics_1856,0.85,0.87,5,246,5,1,1,0,sales,medium
PC_Analytics_1857,0.11,0.92,6,281,4,0,1,0,sales,medium
PC_Analytics_1858,0.11,0.9,6,253,4,0,1,0,sales,medium
PC_Analytics_1859,0.38,0.47,2,128,3,0,1,0,sales,medium
PC_Analytics_1860,0.43,0.57,2,129,3,0,1,0,sales,medium
PC_Analytics_1861,0.75,1,5,223,6,0,1,0,accounting,medium
PC_Analytics_1862,0.11,0.92,6,269,4,0,1,0,accounting,medium
PC_Analytics_1863,0.1,0.9,7,269,4,0,1,0,accounting,medium
PC_Analytics_1864,0.1,0.81,7,244,5,0,1,0,hr,medium
PC_Analytics_1865,0.37,0.5,2,154,3,0,1,0,hr,medium
PC_Analytics_1866,0.11,0.93,5,140,5,0,1,0,hr,medium
PC_Analytics_1867,0.45,0.46,2,159,3,0,1,0,hr,high
PC_Analytics_1868,0.44,0.48,2,158,3,0,1,0,technical,low
PC_Analytics_1869,0.44,0.56,2,133,3,0,1,0,technical,medium
PC_Analytics_1870,0.11,0.77,6,247,4,0,1,0,technical,medium
PC_Analytics_1871,0.79,0.93,5,268,5,0,1,0,technical,medium
PC_Analytics_1872,0.8,0.9,5,267,5,0,1,0,technical,medium
PC_Analytics_1873,0.1,0.87,7,251,5,0,1,0,technical,low
PC_Analytics_1874,0.09,0.93,6,279,4,0,1,0,technical,low
PC_Analytics_1875,0.7,0.84,6,161,4,0,1,0,technical,low
PC_Analytics_1876,0.72,0.84,4,256,5,0,1,0,technical,low
PC_Analytics_1877,0.11,0.8,6,304,4,0,1,0,technical,low
PC_Analytics_1878,0.39,0.51,2,137,3,0,1,0,technical,low
PC_Analytics_1879,0.4,0.49,2,144,3,0,1,0,support,low
PC_Analytics_1880,0.43,0.54,2,142,3,0,1,0,support,low
PC_Analytics_1881,0.76,0.87,5,262,5,0,1,0,support,low
PC_Analytics_1882,0.4,0.48,2,142,3,0,1,0,support,low
PC_Analytics_1883,0.09,0.89,6,282,4,0,1,0,support,low
PC_Analytics_1884,0.37,0.54,2,157,3,0,1,0,support,low
PC_Analytics_1885,0.87,0.91,5,228,5,0,1,0,support,low
PC_Analytics_1886,0.1,0.86,6,283,4,0,1,0,support,low
PC_Analytics_1887,0.11,0.86,6,286,4,0,1,0,support,low
PC_Analytics_1888,0.43,0.5,2,148,3,0,1,0,support,low
PC_Analytics_1889,0.1,0.81,6,245,4,0,1,0,support,low
PC_Analytics_1890,0.11,0.95,6,279,4,0,1,0,technical,low
PC_Analytics_1891,0.85,0.87,5,245,5,0,1,0,technical,low
PC_Analytics_1892,0.37,0.49,2,138,3,0,1,0,technical,low
PC_Analytics_1893,0.44,0.52,2,141,3,0,1,0,management,low
PC_Analytics_1894,0.1,0.83,7,302,5,0,1,0,IT,medium
PC_Analytics_1895,0.11,0.89,6,268,4,0,1,0,IT,medium
PC_Analytics_1896,0.87,0.88,5,240,5,0,1,0,IT,medium
PC_Analytics_1897,0.39,0.49,2,127,3,0,1,0,IT,medium
PC_Analytics_1898,0.1,0.94,7,264,4,0,1,0,IT,medium
PC_Analytics_1899,0.44,0.53,2,155,3,0,1,0,product_mng,medium
PC_Analytics_1900,0.4,0.49,2,143,3,0,1,0,product_mng,medium
PC_Analytics_1901,0.76,0.98,5,217,6,0,1,0,product_mng,medium
PC_Analytics_1902,0.46,0.55,2,147,3,0,1,0,product_mng,medium
PC_Analytics_1903,0.9,0.92,4,271,5,0,1,0,IT,medium
PC_Analytics_1904,0.85,0.87,4,273,5,0,1,0,RandD,medium
PC_Analytics_1905,0.1,0.78,5,285,4,1,1,0,RandD,medium
PC_Analytics_1906,0.43,0.49,2,131,3,0,1,0,RandD,high
PC_Analytics_1907,0.2,0.5,5,135,6,0,1,0,RandD,low
PC_Analytics_1908,0.81,0.92,5,239,5,0,1,0,RandD,medium
PC_Analytics_1909,0.83,0.85,5,237,5,0,1,0,marketing,medium
PC_Analytics_1910,0.14,0.75,4,277,5,1,1,0,sales,medium
PC_Analytics_1911,0.1,0.84,5,303,5,0,1,0,accounting,medium
PC_Analytics_1912,0.91,0.98,4,242,6,0,1,0,support,low
PC_Analytics_1913,0.37,0.57,2,158,3,0,1,0,technical,low
PC_Analytics_1914,0.42,0.57,2,147,3,1,1,0,management,low
PC_Analytics_1915,0.39,0.68,2,282,5,0,1,0,marketing,low
PC_Analytics_1916,0.39,0.54,2,154,3,0,1,0,marketing,low
PC_Analytics_1917,0.44,0.52,2,149,3,0,1,0,marketing,low
PC_Analytics_1918,0.37,0.45,2,149,3,0,1,0,sales,low
PC_Analytics_1919,0.39,0.53,2,146,3,0,1,0,sales,low
PC_Analytics_1920,0.72,0.94,4,258,5,0,1,0,sales,low
PC_Analytics_1921,0.37,0.49,2,148,3,0,1,0,sales,low
PC_Analytics_1922,0.82,0.94,5,236,5,0,1,0,sales,low
PC_Analytics_1923,0.42,0.52,2,134,3,0,1,0,sales,low
PC_Analytics_1924,0.59,1,2,155,5,0,1,0,sales,low
PC_Analytics_1925,0.82,0.86,5,257,5,0,1,0,sales,low
PC_Analytics_1926,0.73,0.97,6,189,2,0,1,0,sales,low
PC_Analytics_1927,0.78,0.66,3,164,3,0,1,0,sales,low
PC_Analytics_1928,0.09,0.95,6,271,4,0,1,0,sales,low
PC_Analytics_1929,0.1,0.97,6,280,4,0,1,0,sales,low
PC_Analytics_1930,0.45,0.46,2,149,3,0,1,0,sales,low
PC_Analytics_1931,0.83,0.81,5,219,5,0,1,0,sales,low
PC_Analytics_1932,0.43,0.51,2,128,3,0,1,0,sales,low
PC_Analytics_1933,0.4,0.47,2,128,3,0,1,0,sales,medium
PC_Analytics_1934,0.43,0.46,2,157,3,0,1,0,sales,medium
PC_Analytics_1935,0.78,0.93,4,225,5,0,1,0,sales,medium
PC_Analytics_1936,0.39,0.45,2,140,3,0,1,0,sales,medium
PC_Analytics_1937,0.11,0.97,6,310,4,0,1,0,accounting,medium
PC_Analytics_1938,0.36,0.52,2,143,3,0,1,0,accounting,medium
PC_Analytics_1939,0.36,0.54,2,153,3,0,1,0,accounting,medium
PC_Analytics_1940,0.1,0.79,7,310,4,0,1,0,hr,medium
PC_Analytics_1941,0.4,0.47,2,136,3,0,1,0,hr,medium
PC_Analytics_1942,0.81,0.85,4,251,6,0,1,0,hr,medium
PC_Analytics_1943,0.4,0.47,2,144,3,0,1,0,hr,medium
PC_Analytics_1944,0.09,0.93,6,296,4,0,1,0,technical,medium
PC_Analytics_1945,0.76,0.89,5,238,5,0,1,0,technical,high
PC_Analytics_1946,0.73,0.93,5,162,4,0,1,0,technical,low
PC_Analytics_1947,0.38,0.49,2,137,3,0,1,0,technical,medium
PC_Analytics_1948,0.72,0.84,5,257,5,0,1,0,technical,medium
PC_Analytics_1949,0.4,0.56,2,148,3,0,1,0,technical,medium
PC_Analytics_1950,0.91,0.99,5,254,5,0,1,0,technical,medium
PC_Analytics_1951,0.85,0.85,4,247,6,0,1,0,technical,low
PC_Analytics_1952,0.9,0.7,5,206,4,0,1,0,technical,low
PC_Analytics_1953,0.46,0.55,2,145,3,0,1,0,technical,low
PC_Analytics_1954,0.43,0.57,2,159,3,1,1,0,technical,low
PC_Analytics_1955,0.89,0.88,5,228,5,1,1,0,support,low
PC_Analytics_1956,0.09,0.81,6,257,4,0,1,0,support,low
PC_Analytics_1957,0.4,0.48,2,155,3,0,1,0,support,low
PC_Analytics_1958,0.76,0.83,6,293,6,0,1,0,support,low
PC_Analytics_1959,0.4,0.57,2,151,3,0,1,0,support,low
PC_Analytics_1960,0.37,0.48,2,160,3,0,1,0,support,low
PC_Analytics_1961,0.37,0.53,2,143,3,0,1,0,support,low
PC_Analytics_1962,0.11,0.96,6,280,4,0,1,0,support,low
PC_Analytics_1963,0.37,0.52,2,158,3,0,1,0,support,low
PC_Analytics_1964,0.09,0.89,7,310,4,0,1,0,support,low
PC_Analytics_1965,0.88,0.86,5,258,5,0,1,0,support,low
PC_Analytics_1966,0.84,0.94,5,262,5,0,1,0,technical,low
PC_Analytics_1967,0.1,0.98,6,265,4,0,1,0,technical,low
PC_Analytics_1968,0.41,0.47,2,143,3,1,1,0,technical,low
PC_Analytics_1969,0.84,0.91,5,232,6,0,1,0,management,low
PC_Analytics_1970,0.41,0.55,2,161,3,0,1,0,IT,low
PC_Analytics_1971,0.53,0.76,5,132,6,0,1,0,IT,low
PC_Analytics_1972,0.42,0.47,2,139,3,1,1,0,IT,medium
PC_Analytics_1973,0.36,0.5,2,131,3,0,1,0,IT,medium
PC_Analytics_1974,0.38,0.52,2,161,3,0,1,0,IT,medium
PC_Analytics_1975,0.36,0.48,2,152,3,0,1,0,product_mng,medium
PC_Analytics_1976,0.46,0.54,2,138,3,0,1,0,product_mng,medium
PC_Analytics_1977,0.37,0.47,2,159,3,1,1,0,product_mng,medium
PC_Analytics_1978,0.42,0.49,2,153,3,0,1,0,product_mng,medium
PC_Analytics_1979,0.44,0.56,2,156,3,0,1,0,IT,medium
PC_Analytics_1980,0.92,0.82,5,265,5,0,1,0,RandD,medium
PC_Analytics_1981,0.1,0.79,6,301,5,0,1,0,RandD,medium
PC_Analytics_1982,0.76,1,4,220,6,0,1,0,RandD,medium
PC_Analytics_1983,0.11,0.79,6,247,4,0,1,0,RandD,medium
PC_Analytics_1984,0.43,0.48,2,136,3,0,1,0,RandD,high
PC_Analytics_1985,0.4,0.49,2,160,3,0,1,0,marketing,low
PC_Analytics_1986,0.11,0.84,7,310,4,0,1,0,sales,medium
PC_Analytics_1987,0.84,0.82,5,240,5,0,1,0,accounting,medium
PC_Analytics_1988,0.84,0.84,5,238,5,0,1,0,support,medium
PC_Analytics_1989,0.51,0.6,7,243,5,0,1,0,technical,medium
PC_Analytics_1990,0.66,0.91,5,248,4,0,1,0,management,low
PC_Analytics_1991,0.42,0.56,2,137,3,0,1,0,marketing,low
PC_Analytics_1992,0.38,0.49,2,155,3,0,1,0,marketing,low
PC_Analytics_1993,0.15,0.63,7,229,3,0,1,0,marketing,low
PC_Analytics_1994,0.38,0.53,2,140,3,0,1,0,sales,low
PC_Analytics_1995,0.43,0.54,2,156,3,0,1,0,sales,low
PC_Analytics_1996,0.37,0.57,2,147,3,0,1,0,sales,low
PC_Analytics_1997,0.11,0.92,7,293,4,0,1,0,sales,low
PC_Analytics_1998,0.41,0.53,2,157,3,0,1,0,sales,low
PC_Analytics_1999,0.84,0.96,4,247,5,0,1,0,sales,low
PC_Analytics_2000,0.4,0.51,2,148,3,0,1,0,sales,low
PC_Analytics_2001,0.58,0.74,4,215,3,0,0,0,sales,low
PC_Analytics_2002,0.82,0.67,2,202,3,0,0,0,sales,low
PC_Analytics_2003,0.45,0.69,5,193,3,0,0,0,sales,low
PC_Analytics_2004,0.78,0.82,5,247,3,0,0,0,sales,low
PC_Analytics_2005,0.49,0.6,3,214,2,0,0,0,sales,low
